title;genres;keywords;popularity;average_vote;num_votes
Immortal Beloved;drama, music, romance;deafness, sister-in-law, character study, uncle nephew relationship, für elise;7.983666;6.9;90.0
Heavyweights;comedy, family, drama;overweight, summer camp;9.546707000000001;6.0;97.0
I.Q.;comedy, drama, romance;wedding vows, mathematician, car mechanic, comet, albert einstein, halley's comet;5.146351999999999;5.9;112.0
Interview with the Vampire;horror, romance;paris, san francisco, vampire, plantation, pity, bite, fang vamp;11.970205;7.2;1558.0
Jefferson in Paris;drama, romance;france, revolution, biography, president, history;1.596058;5.2;10.0
The Jerky Boys;comedy, crime;new york, telephone joke, gangster;0.748846;4.8;10.0
Junior;comedy, family, romance;baby, medicine, media, pregnancy, scientist, science, male pregnancy, fertility, gynaecology, ceasarean birth;6.710215;4.7;381.0
Just Cause;action, drama, mystery, thriller;rape, black people, florida, professor, harvard university, innocence, revenge, suspense;9.195256;6.0;124.0
A Kid in King Arthur's Court;adventure, fantasy, comedy, science fiction, family;time travel, kids, medieval times;5.874511;4.3;40.0
Kiss of Death;action, crime, drama, thriller;hoodlum;7.797511999999999;5.7;83.0
Star Wars;adventure, action, science fiction;android, galaxy, hermit, death star, lightsaber, jedi, rescue mission, empire, rebellion, planet, smuggler, the force, space opera, galactic war, stormtrooper, totalitarianism;42.149696999999996;8.1;6778.0
Little Women;drama, romance;depression, mother daughter relationship, pregnant, desire, chalkboard,  nightgown, louisa may alcott, birth of twins, woman director;9.774994;7.0;222.0
A Little Princess;drama, family, fantasy;based on novel, servant, private school, female friendship, boarding school, british, school, little girl, orphan, india, rich poor, father daughter relationship, schoolgirl, presumed dead, attic, imagination, african american servant, fantasy life;7.731725;7.4;207.0
Ladybird Ladybird;drama;love, children, family, social services;0.8450799999999999;7.4;14.0
Like Water for Chocolate;drama, romance;chocolate, jealousy, sister sister relationship, cooking, mexican revolution, marriage, wedding, single mother, recipe, magic realism, new mexican cinema, new latin american cinema;4.126083;6.6;70.0
Legends of the Fall;adventure, drama, romance, war;brother brother relationship, montana, based on novel, world war i, journey round the world;12.199047;7.2;636.0
Major Payne;adventure, comedy, family;headquarter, military base, military service, base, major, military spoof, instructor;9.253362;6.1;164.0
Little Odessa;action, drama;russian mafia, dysfunctional family, brothers;1.8612919999999997;6.4;31.0
Mi Vida Loca;crime, drama;east los angeles, gang, los angeles, poverty, gang member, hispanic, mexican american, girl gang, woman director, cholo, chola;1.788829;5.7;9.0
Love Affair;drama, romance;cruise, disabled, empire state building, accident, accident victim;3.290192;4.3;11.0
Losing Isaiah;drama;mother, child abuse, single parent, based on novel, smoking, baby, social work, drug addiction, adoption, liberation, social worker, self-abandonment, court case, custody battle, son, looking for  birth parents, surrogate mother, racist, interracial relationship, extramarital affair;7.698525999999999;6.4;28.0
The Madness of King George;comedy, drama, history;queen, kingdom, biography, victorian england, psychopathy;4.81307;6.7;67.0
Mary Shelley's Frankenstein;drama, horror, science fiction, romance;human experimentation, frankenstein, remake;14.287753;6.1;272.0
Mixed Nuts;comedy, drama, romance;holiday, rollerblades, cross dresser, woman director, suicide hotline, christmas;2.899608;5.2;37.0
Milk Money;comedy, romance;prostitute, tree house, red-light disctrict, young people, stripper, make a match, mob boss;3.770115;5.6;49.0
Miracle on 34th Street;fantasy, drama, family;holiday, competition, new love, santa claus, department store, miracle, wish, christmas;5.831622;6.4;199.0
My Family;comedy, drama;immigrant, marriage, independent film, family relationships, los angeles, family, death of wife;3.1212880000000003;7.0;11.0
Murder in the First;crime, drama;prison, prisoner, death row, alcatraz, lawyer, courtroom, murder trial, 1940s, mistreatment, public defender, prisoner abuse;9.518564;6.9;140.0
Nobody's Fool;drama, comedy;illegal employment, retirement, drama;2.891269;7.0;56.0
Nell;drama, thriller;loss of mother, loss of sister, twin sister, autism, lake, kaspar-hauser-syndrom, feral child, forest, north carolina, psychologist, family;5.930957;6.1;128.0
New Jersey Drive;crime, drama;new jersey, police, brutality, troubled teen, hiphop, black youths;0.629955;6.9;7.0
Beyond Bedlam;horror;suicide, detective, experiment, hallucination, scientist, drug, killer;0.42695200000000005;4.0;4.0
Nemesis 2 - Nebula;science fiction, action, thriller;cyborg, post-apocalyptic, sequel;1.466491;4.6;10.0
Natural Born Killers;crime, thriller, drama;sadistic, journalist, mass murder, yellow press, trauma, daughter, satire, controversy, controversial, violence, young couple, abuse;11.226856;6.9;927.0
Only You;comedy, drama, romance;venice, italy, fortune teller, soulmates, cheating, trip;4.936761;6.4;92.0
Once Were Warriors;drama;individual, slum, suicide, tattoo, alcohol, rape, tradition, loss of child, indigenous, despair, violent husband, ghetto, new zealand, maori, strong woman, lack of prospects, maori tradition, funeral, approved school , crush, independent film, teacher, youth gang, domestic violence, violence, rebellious youth, alcohol abuse, incest, unemployment;4.025276;7.6;106.0
Poison Ivy II: Lily;drama, romance, thriller;sex, obsession, diary, murder, student, lust, art, woman director, erotic movie;6.448039;4.6;32.0
Outbreak;action, drama, science fiction, thriller;river, general, research, army, serum, monkey, epidemic, medical research;13.676444;6.4;522.0
Leon: The Professional;thriller, crime, drama;new york, corruption, assassin, police brutality, loss of family, s.w.a.t., immigrant, hitman, training, revenge, murder, loneliness, neighbor, tragic love, cult film, neo-noir, complex relationship, complex characters;20.477329;8.2;4293.0
The Perez Family;comedy, drama, romance;immigration, independent film, woman director, political prisoner, cuban refugees;1.4335440000000002;6.6;9.0
A Pyromaniac's Love Story;comedy, drama, romance;jealousy, burning house, teenage crush, arsonist;0.46330699999999997;7.0;2.0
Pulp Fiction;thriller, crime;transporter, brothel, drug dealer, boxer, massage, stolen money, crime boss, dance contest, junkyard, kamikaze, ambiguous ending, briefcase, redemption, heirloom, pulp fiction, reference to al green, theft, brutality;140.95023600000002;8.3;8670.0
Panther;drama;black panther;7.1601490000000005;6.4;6.0
Priest;drama, romance;gay, secret, faith, independent film, conservative, girl, church, united kingdom, catholic priest, crisis of faith, woman director, abuse;1.881932;6.4;32.0
Quiz Show;history, drama;television, tv show, manipulation, manipulation of the media, product placement, investigation, tv ratings, quiz show, fragen, lawyer;7.772505000000001;7.1;262.0
Picture Bride;drama, history;hawaii, arranged marriage, cultural difference, orphan, older man younger woman relationship, black and white scene, asian american;1.296912;7.4;5.0
Queen Margot;drama, history;marriage of convenience, konfession, royalty, slaughter;4.405405;7.0;67.0
The Quick and the Dead;action, western;gunslinger, revenge, prairie, shootout, pistol;7.54701;6.2;431.0
Roommates;drama, comedy;grandfather grandson relationship, roommate, birthday, funeral, vegetarian, orphan, deathbed;3.395867;6.4;7.0
Prêt-à-Porter;drama, comedy;paris, hotel room, suspicion of murder, mannequin, fashion photographer, sandwich, poodle, reporter, fashion;6.2594330000000005;5.3;33.0
Three Colors: Red;drama, mystery, romance;judge, isolation, mannequin, shadowing, english channel, geneva, travel, dog;7.832755000000001;7.8;246.0
Three Colors: Blue;drama, music, mystery;paris, composer, pain, loss of husband, to compose;8.843517;7.7;311.0
Three Colors: White;comedy, drama, mystery;hairdresser, sexual frustration, funeral, business man, poland;6.5898;7.3;218.0
Relative Fear;horror, drama;therapist, suspicion, serial murder, special education;0.499601;4.7;3.0
The Swan Princess;animation;princess, swan;8.910461999999999;6.5;251.0
The Secret of Roan Inish;drama, family, fantasy;family relationships, ireland, seal, selkie;1.7504810000000002;6.1;15.0
The Specialist;action, thriller;explosive, revenge, explosives expert;10.388183;5.5;317.0
Stargate;action, adventure, science fiction;space travel, teleportation, uprising, shot to death, androgyny, space western, outer space, timebomb, death of son, nuclear weapons, invented language, hieroglyph, egyptian mythology, egyptology;13.328923999999999;6.8;942.0
The Santa Clause;fantasy, drama, comedy, family;holiday, christmas party, santa claus, deal, christmas tree, christmas;9.665424;6.3;501.0
The Shawshank Redemption;drama, crime;prison, corruption, police brutality, prison cell, delinquent, parole board, escape from prison, wrongful imprisonment, framed for murder, 1940s;51.645403;8.5;8358.0
Shallow Grave;crime, thriller;roommate, distrust, overdose, grave, suspense, dark comedy, shallow grave;8.223025999999999;7.0;247.0
Suture;drama, thriller;amnesia, betrayal, black and white, twins, evil twin, film theory, identity swapping;1.298224;6.0;7.0
Strawberry and Chocolate;comedy, drama;gay, cuba, artist, male friendship, havanna, homosexuality, social commentary, student;1.7771970000000001;7.1;16.0
Swimming with Sharks;crime, comedy;independent film;5.869261;6.7;104.0
The Sum of Us;comedy, drama, romance;gay, father son relationship, sydney, australia, based on play or musical, independent film, breaking the fourth wall, gay son;1.407427;6.0;21.0
To Live;drama, romance, war;gambling, china, child abuse, communist, epic;5.2606269999999995;7.7;62.0
Tank Girl;action, comedy, fantasy, science fiction;destroy, dystopia, reincarnation, desert, artial arts, woman director;7.602086999999999;5.5;140.0
Tales from the Crypt: Demon Knight;horror, comedy, thriller;prostitute, key, jesus christ, chosen one, god, good vs evil, blood, demon, crypt keeper;9.455342;6.7;96.0
Star Trek: Generations;science fiction, action, adventure, thriller;based on tv series, death, exploding planet, mountain cabin, solar system;8.105708;6.4;461.0
Tales from the Hood;crime, horror, thriller;prison, child abuse, ku klux klan, police brutality, ghetto, anthology, evil doll, murder, hood, dirty cop, funeral home;2.86007;5.4;33.0
Village of the Damned;thriller, horror, science fiction;alien life-form, village, bewusstlosigkeit, alien, pregnancy, doppelganger;6.529879;5.6;165.0
Vanya on 42nd Street;drama, romance;independent film, chekhov;7.039846000000001;6.1;15.0
The Underneath;thriller, crime;noir, independent film, city;2.059771;5.6;15.0
The Walking Dead;drama, war;vietnam, jungle, black american;0.620873;6.6;4.0
What's Eating Gilbert Grape;romance, drama;brother brother relationship, mentally disabled, iowa, widow, dysfunctional family, independent film;10.3919;7.5;943.0
Virtuosity;action, crime, science fiction, thriller;artificial intelligence, android, hologram, computer program, virtual reality, ex-cop, visual effect, police training;5.1883989999999995;5.4;163.0
While You Were Sleeping;comedy, drama, romance;brother brother relationship, chicago, coma, subway, love of one's life, brother, man of one's dreams, hospital;15.783615;6.5;340.0
The War;drama;vietnam veteran, bullying, child;3.9085959999999997;6.3;39.0
Double Happiness;comedy, romance;culture clash, immigrant, daughter, interracial romance, mother daughter relationship, dating, father daughter relationship, family, audition, generation gap, woman director, actor;0.372239;5.5;2.0
Muriel's Wedding;drama, comedy, romance;individual, becoming an adult, dream, return, love of one's life, overweight, province, bathing, olympic games, empowerment, boredom, daughter, friendship;5.254847;6.9;104.0
The Baby-Sitters Club;comedy, drama, family;friends, camp, summer, club, woman director, summer school;2.15805;5.3;23.0
Ace Ventura: Pet Detective;comedy, mystery;dolphin, mascot, private detective, pets;11.247957000000001;6.4;1684.0
The Adventures of Priscilla, Queen of the Desert;drama, comedy;gay, drag queen, homophobia, musical, van, australia, transgender, australian aborigine;8.328596000000001;7.2;174.0
Backbeat;drama, music;red-light disctrict, stuart sutcliffe, boyfriend girlfriend, river elbe, hofner bass guitar, body painting, hamburg germany, photo, reeperbahn;2.487951;6.2;37.0
Bitter Moon;thriller, drama, romance;eroticism, wheelchair, married couple, cruise, longing, marriage crisis, paralysis, sadomasochism, voyeurism;11.298195;7.0;115.0
Bullets Over Broadway;action, comedy, thriller;lover (female), talent, mafia boss, author;5.72288;7.0;130.0
Clear and Present Danger;action, drama, thriller;assassination, spy, ambush, cia, helicopter, based on novel, usa president, sniper, fbi, colombia, drug traffic, bomber, mission of murder, mercenary, insurgence, coast guard, spying, war, car bomb, drug cartel, conspiracy, shootout, infantry, violence, jack ryan, political cover-up;7.5132449999999995;6.4;390.0
